"","Proliferating-like","Osteoblast-like","Chondroblast-like","Fibroblast-like","Top1","Top2","MinScore","RelativeDominance","Mixed","TopCluster","SimplicityScore"
"Sample63",-0.030810552119929,0.15516585751012,-0.120277344147226,-0.00323809152300538,0.15516585751012,-0.00323809152300538,-0.120277344147226,0.575087524687509,FALSE,"Osteoblast-like",0.0461628398183138
"Sample98",-0.0941167835651184,0.150973416775526,0.0319410119654975,-0.115962696098796,0.150973416775526,0.0319410119654975,-0.115962696098796,0.445920949130141,FALSE,"Osteoblast-like",0.0429905067582213
"Sample79",-0.104582112977069,0.147995601416079,0.0200831055641597,-0.0411780216203738,0.147995601416079,0.0200831055641597,-0.104582112977069,0.506428273607774,FALSE,"Osteoblast-like",0.0374655776730733
"Sample58",-0.0811611679217587,0.124021345915346,-0.068277695781341,-0.00572809332398556,0.124021345915346,-0.00572809332398556,-0.0811611679217587,0.632361095557784,FALSE,"Osteoblast-like",0.0309003443359848
"Sample35",-0.179267958201608,0.110216033491998,0.0744838637276361,0.011445244860495,0.110216033491998,0.0744838637276361,-0.179267958201608,0.123434009443193,FALSE,"Osteoblast-like",0.0164267814754316
"Sample96",0.0166385115315774,0.0961912791049215,-0.109681461374619,0.0241705646391568,0.0961912791049215,0.0241705646391568,-0.109681461374619,0.349831232138877,FALSE,"Osteoblast-like",0.0153439833299264
"Sample65",0.00979413698992292,0.069499097430307,-0.0167426235959344,-0.0402345672546711,0.069499097430307,0.00979413698992292,-0.0402345672546711,0.544089734101055,FALSE,"Osteoblast-like",0.00752230277164632
"Sample81",-0.0171316668859946,0.059675663187864,-0.0204272277710652,-0.0217346360868527,0.059675663187864,-0.0171316668859946,-0.0217346360868527,0.943459620688465,FALSE,"Osteoblast-like",0.006342338593782
"Sample55",-0.0340813078574477,0.0355523523624249,-0.016539612229678,0.0157353131767544,0.0355523523624249,0.0157353131767544,-0.0340813078574477,0.28458994002465,FALSE,"Osteoblast-like",0.00212907336967663
"Sample24",-0.282299558439768,0.048185387786273,0.290879415546822,-0.0526089166555719,0.290879415546822,0.048185387786273,-0.282299558439768,0.423417534095078,FALSE,"Chondroblast-like",0.158364839159021
"Sample33",0.0463714571687021,-0.240589383213301,0.238236961335511,-0.0279706483941309,0.238236961335511,0.0463714571687021,-0.240589383213301,0.400699557054656,FALSE,"Chondroblast-like",0.103735910889446
"Sample47",0.0825271540910456,-0.0201956664060481,0.207462123046385,-0.272265320191162,0.207462123046385,0.0825271540910456,-0.272265320191162,0.260429063870492,FALSE,"Chondroblast-like",0.0763610519076472
"Sample92",-0.0728196853395883,-0.166844289229917,0.203402370772694,0.0483368254615837,0.203402370772694,0.0483368254615837,-0.166844289229917,0.418816864708561,FALSE,"Chondroblast-like",0.0723650980534899
"Sample75",-0.20496090120958,0.0822578592932173,0.179248064917065,-0.0701970741559725,0.179248064917065,0.0822578592932173,-0.20496090120958,0.252441286317813,FALSE,"Chondroblast-like",0.0567893574142889
"Sample28",-0.043498082285668,-0.143923042290453,0.168288398940999,0.0457833325694886,0.168288398940999,0.0457833325694886,-0.143923042290453,0.392378530038217,FALSE,"Chondroblast-like",0.0475390430657078
"Sample76",0.0216897104805655,-0.0502455712384785,0.15457549552337,-0.129173127779763,0.15457549552337,0.0216897104805655,-0.129173127779763,0.468322219490879,FALSE,"Chondroblast-like",0.0445100042806858
"Sample48",-0.0331266856385315,0.045144736062527,0.139975026190468,-0.170114259224951,0.139975026190468,0.045144736062527,-0.170114259224951,0.305816081329282,FALSE,"Chondroblast-like",0.0374962333094201
"Sample12",0.0919270258871012,-0.0892563671619288,0.137121378043417,-0.189713498179873,0.137121378043417,0.0919270258871012,-0.189713498179873,0.138278854076269,FALSE,"Chondroblast-like",0.0345101077732997
"Sample87",0.108767511756512,-0.164669547341683,0.149838778349041,-0.086764144198031,0.149838778349041,0.108767511756512,-0.164669547341683,0.130588805566045,FALSE,"Chondroblast-like",0.0334160332012793
"Sample94",0.0244977035587094,-0.150870639803201,0.13322659635384,-7.79445079452833e-06,0.13322659635384,0.0244977035587094,-0.150870639803201,0.382717179040166,FALSE,"Chondroblast-like",0.0332102260185623
"Sample70",-0.0462633122244466,-0.037408061385315,0.130130800833998,-0.0568252623604476,0.130130800833998,-0.037408061385315,-0.0568252623604476,0.896140298189005,FALSE,"Chondroblast-like",0.0318742537244272
"Sample77",-0.176261734865603,0.0221418823425464,0.12838053547901,0.0346494485830936,0.12838053547901,0.0346494485830936,-0.176261734865603,0.307675907187428,FALSE,"Chondroblast-like",0.0298245622391754
"Sample84",-0.0743386217633271,0.0977547002912462,0.132848895428958,-0.144335580653098,0.132848895428958,0.0977547002912462,-0.144335580653098,0.126609526023107,FALSE,"Chondroblast-like",0.0256280985297407
"Sample2",0.0740195069442048,-0.130752299993893,0.104697104015009,-0.0443087184554238,0.104697104015009,0.0740195069442048,-0.130752299993893,0.130293797939045,FALSE,"Chondroblast-like",0.016509791996004
"Sample26",-0.035497298642769,-0.0489681977589677,0.0775360168085242,0.0122727441464682,0.0775360168085242,0.0122727441464682,-0.0489681977589677,0.515898010870121,FALSE,"Chondroblast-like",0.0102704496291868
"Sample13",0.00369151773379261,-0.000209278344502779,0.0443316210556829,-0.0614223832488992,0.0443316210556829,0.00369151773379261,-0.0614223832488992,0.384289026114252,FALSE,"Chondroblast-like",0.00443536193006029
"Sample18",-0.00575212127398317,-0.0373057765485285,0.0505382822960699,0.0066410130210084,0.0505382822960699,0.0066410130210084,-0.0373057765485285,0.499718135209559,FALSE,"Chondroblast-like",0.00421900204474177
"Sample99",-0.139524238330247,0.0441522178087106,-0.249970685120757,0.374124815940796,0.374124815940796,0.0441522178087106,-0.249970685120757,0.528721321609946,FALSE,"Fibroblast-like",0.244144963943578
"Sample11",-0.03466800657057,0.00564007643891502,-0.257182283239764,0.281126163628276,0.281126163628276,0.00564007643891502,-0.257182283239764,0.511762519782441,FALSE,"Fibroblast-like",0.15552921491568
"Sample45",-0.0491539099742889,0.0206388799069757,-0.175337000927465,0.247492746167387,0.247492746167387,0.0206388799069757,-0.175337000927465,0.536513497025841,FALSE,"Fibroblast-like",0.105757385463225
"Sample49",-0.0181989247761664,-0.146069397464857,-0.0338103959114039,0.218075955866247,0.218075955866247,-0.0181989247761664,-0.146069397464857,0.648847715564771,FALSE,"Fibroblast-like",0.0879333481189825
"Sample41",-0.0712253956683687,-0.0703068945185465,-0.045067383312802,0.229363103623631,0.229363103623631,-0.045067383312802,-0.0712253956683687,0.91297733473776,FALSE,"Fibroblast-like",0.0850195504935946
"Sample60",-0.0552395353445396,-0.144524452501796,0.0177469237476672,0.165352467310238,0.165352467310238,0.0177469237476672,-0.144524452501796,0.476336035778676,FALSE,"Fibroblast-like",0.0532784908968437
"Sample3",0.0194892005141328,-0.0490090190174699,-0.108229214998116,0.178797756734901,0.178797756734901,0.0194892005141328,-0.108229214998116,0.555029916731839,FALSE,"Fibroblast-like",0.0522794646369594
"Sample42",-0.0149336254009934,-0.271031870232862,0.116394404218633,0.183972405585189,0.183972405585189,0.116394404218633,-0.271031870232862,0.148521684208477,FALSE,"Fibroblast-like",0.050666551243584
"Sample10",-0.202692569393594,-0.00664247241823566,0.0655492578130405,0.160251565115787,0.160251565115787,0.0655492578130405,-0.202692569393594,0.260928055582887,FALSE,"Fibroblast-like",0.0431055019758784
"Sample91",-0.149500713385081,0.127721045851593,-0.123406515889939,0.176115422775087,0.176115422775087,0.127721045851593,-0.149500713385081,0.14862401321441,FALSE,"Fibroblast-like",0.0430150521382409
"Sample69",0.110749329683012,-0.154980086470973,-0.0921786734629482,0.171172332180323,0.171172332180323,0.110749329683012,-0.154980086470973,0.185260016611777,FALSE,"Fibroblast-like",0.0417689280860486
"Sample37",0.063683815526364,-0.304131782096458,0.0792694860471969,0.154946404337058,0.154946404337058,0.0792694860471969,-0.304131782096458,0.164845380430247,FALSE,"Fibroblast-like",0.0371266361890714
"Sample100",-0.0274931843551084,-0.0468893058657836,-0.0389168766440275,0.148261793953673,0.148261793953673,-0.0274931843551084,-0.0468893058657836,0.900609724830557,FALSE,"Fibroblast-like",0.0350418926870972
"Sample83",-0.0442498503360439,0.0781551626493069,-0.155899473697602,0.149696786263962,0.149696786263962,0.0781551626493069,-0.155899473697602,0.234105036572284,FALSE,"Fibroblast-like",0.0343316906645065
"Sample93",-0.0970765879545427,-0.0464571634127889,0.035752906579671,0.144488655037477,0.144488655037477,0.035752906579671,-0.0970765879545427,0.45012994051217,FALSE,"Fibroblast-like",0.032886476009502
"Sample8",-0.0650429857078692,-0.0733322802276031,-0.0123014472986875,0.128157617752819,0.128157617752819,-0.0123014472986875,-0.0733322802276031,0.697102268944294,FALSE,"Fibroblast-like",0.0318433784187856
"Sample38",-0.12425168812949,-0.0243358475004314,0.0436454921977018,0.138186780303397,0.138186780303397,0.0436454921977018,-0.12425168812949,0.36024173083403,FALSE,"Fibroblast-like",0.0307582437449288
"Sample17",-0.0746964890810871,-0.121060566490012,0.0887020794482231,0.142033510801546,0.142033510801546,0.0887020794482231,-0.121060566490012,0.202708597252921,FALSE,"Fibroblast-like",0.0283609155952008
"Sample88",-0.0775353886738216,0.000841314235519488,-0.0537119201875672,0.10526774226397,0.10526774226397,0.000841314235519488,-0.0775353886738216,0.571250763007922,FALSE,"Fibroblast-like",0.0224136453480252
"Sample71",-0.19970372523854,0.0446670593363624,0.0593370438712383,0.11270974186097,0.11270974186097,0.0593370438712383,-0.19970372523854,0.170839940048844,FALSE,"Fibroblast-like",0.0182020498710394
"Sample78",-0.0666943768153613,-0.0816592215488706,0.0237139869242837,0.089305387974681,0.089305387974681,0.0237139869242837,-0.0816592215488706,0.383654846656212,FALSE,"Fibroblast-like",0.0163660184701544
"Sample21",0.00255211012868138,-0.0778141086649065,0.000565409373706695,0.0891289014562304,0.0891289014562304,0.00255211012868138,-0.0778141086649065,0.518600876219539,FALSE,"Fibroblast-like",0.0145639454189324
"Sample23",0.0169274385588978,0.0372154558598212,-0.14062409938687,0.0604220272149293,0.0604220272149293,0.0372154558598212,-0.14062409938687,0.11542908956944,FALSE,"Fibroblast-like",0.00602520038091309
"Sample19",-0.0484410803454903,-0.0166341429945316,0.033708896201847,0.0558286240957927,0.0558286240957927,0.033708896201847,-0.0484410803454903,0.212139547268036,FALSE,"Fibroblast-like",0.0040561687623841
"Sample29",-0.034562244612585,-0.0171650929862366,-0.0111286629218351,0.0402771704143572,0.0402771704143572,-0.0111286629218351,-0.034562244612585,0.686881816455757,FALSE,"Fibroblast-like",0.00399777012747674
"Sample6",-0.0357527283130267,0.0158924926478241,0.00532074697223552,0.0459654909621943,0.0459654909621943,0.0158924926478241,-0.0357527283130267,0.368008487961376,FALSE,"Fibroblast-like",0.00274547994759693
"Sample44",-0.455307083543118,0.0428395964790544,0.2028198125129,0.256978847960611,0.256978847960611,0.2028198125129,-0.455307083543118,0.0760355259767293,TRUE,"Mixed",0.0765606047464946
"Sample80",0.12835620892291,0.150457761300559,-0.00178491236076422,-0.298930013546063,0.150457761300559,0.12835620892291,-0.298930013546063,0.0491814722489766,TRUE,"Mixed",0.0294267770802192
"Sample14",0.146166628982362,0.127470773948833,0.0083776546132192,-0.330918661529731,0.146166628982362,0.127470773948833,-0.330918661529731,0.0391876576480943,TRUE,"Mixed",0.0278587092421176
"Sample67",-0.0868725430133145,0.14275201892891,-0.147888670482256,0.123212485729966,0.14275201892891,0.123212485729966,-0.147888670482256,0.0672291730333112,TRUE,"Mixed",0.0260320692626841
"Sample32",-0.179942575206016,-0.1087134126814,0.131714217356379,0.127806978479561,0.131714217356379,0.127806978479561,-0.179942575206016,0.0125369925188955,TRUE,"Mixed",0.0257887796977335
"Sample97",-0.165889827912094,0.129579529479153,0.114611679702158,-0.101384752303797,0.129579529479153,0.114611679702158,-0.165889827912094,0.0506578750133304,TRUE,"Mixed",0.025695983276338
"Sample85",0.138303786043667,-0.116799397931354,-0.152811274200473,0.138591958412879,0.138591958412879,0.138303786043667,-0.152811274200473,0.000988912740012479,TRUE,"Mixed",0.0248632718466983
"Sample57",0.142366209383116,-0.0151344034832869,-0.248558730981383,0.128457364971408,0.142366209383116,0.128457364971408,-0.248558730981383,0.0355793222063023,TRUE,"Mixed",0.0241485153455143
"Sample20",0.117709933076393,0.105757494816726,-0.155592684126902,-0.0787780130818461,0.117709933076393,0.105757494816726,-0.155592684126902,0.0437333472396845,TRUE,"Mixed",0.0200779784168673
"Sample40",-0.118076128392343,-0.0766332866916106,0.0940648487161795,0.0968433699064565,0.0968433699064565,0.0940648487161795,-0.118076128392343,0.0129281950324208,TRUE,"Mixed",0.0128259442543545
"Sample68",-0.136172782685848,0.0942385865614159,-0.0385962604545545,0.0796835458715118,0.0942385865614159,0.0796835458715118,-0.136172782685848,0.0631698025034718,TRUE,"Mixed",0.0124379842314405
"Sample73",-0.055300203024962,-0.10737331629704,0.0799376745027724,0.0865420161970836,0.0865420161970836,0.0799376745027724,-0.10737331629704,0.0340578623122093,TRUE,"Mixed",0.0100222491110872
"Sample64",0.0657355121594343,-0.0157958574686616,0.0551774725559555,-0.156099234361744,0.0657355121594343,0.0551774725559555,-0.156099234361744,0.047594165337263,TRUE,"Mixed",0.00759025693112325
"Sample89",-0.00193087706361069,0.0717380439799161,0.0675995061654979,-0.189991856907884,0.0717380439799161,0.0675995061654979,-0.189991856907884,0.0158122469017875,TRUE,"Mixed",0.00714923919573654
"Sample16",-0.0379079262489193,0.0594032183896423,0.0568549637642634,-0.12844948421888,0.0594032183896423,0.0568549637642634,-0.12844948421888,0.0135651741497134,TRUE,"Mixed",0.00641251818363562
"Sample5",-0.0219287553520972,0.0504002629654829,0.0434038506459874,-0.0893216734339701,0.0504002629654829,0.0434038506459874,-0.0893216734339701,0.0500738287758434,TRUE,"Mixed",0.00402035168382053
"Sample15",-0.00741268638171063,0.0530010368467718,0.0416131425013169,-0.0919472119208233,0.0530010368467718,0.0416131425013169,-0.0919472119208233,0.0785652427144113,TRUE,"Mixed",0.00401939135618231
